ISBN,Shard
0866119809,C
0575038918,T
0373114761,S
0688167519,P
0373114915,P
0394532589,T
0373117469,P
1891024094,T
0465003109,T
0842349065,P
0750906375,A
0521304474,T
0002325780,A
0897333721,S
0312168764,J
0385424167,T
0865652023,K
1883211174,Z
0312289146,N
0060981075,H
0706377435,O
0801856353,A
0375705368,A
1863681914,G
0786882123,S
0810933209,F
0312193289,S
0811827178,T
0345333365,T
0688030742,D
0252064909,A
093636954X,J
0440209889,S
1879045028,H
0671743767,J
051507893X,D
0821751387,I
0425068137,D
0395605164,P
0689700016,J
0441258859,T
1864482117,P
080696944X,T
0710209398,R
0515060402,F
0373122470,T
0399516581,C
0373109164,F
0345325427,T
0732257174,Z
0373121547,S
0299008541,D
0843946504,T
0140054790,T
0140069623,G
014028351X,H
0416368107,T
0745950191,A
0939149974,T
0751511625,D
0061050326,T
1551280973,W
0446524123,T
0688129587,J
0671604392,J
0786231521,F
0399122427,T
9879065271,C
0786111070,T
085628002X,D
0688003079,D
050551950X,L
156947236X,T
0947792430,T
0810916932,_OTHER
0553375989,T
0810911574,J
0517619431,E
0786238488,T
0517489341,C
382903623X,F
0300043945,B
0743233239,H
0517037165,B
0807609897,K
0297816993,L
0500390266,T
9728128045,L
0713448571,A
0718123689,M
1567187676,R
0500050481,A
0684130165,X
0002713349,M
0810924978,T
080612475X,L
037321748X,F
0671240315,O
0721655149,F
8427028164,T
0671203843,T
0877840768,W
0877840806,C
0810935783,F
0877840636,A
0810937441,P
0877841012,B
0810918986,S
0877841241,E
0312910177,S
1555215076,N
038547816X,O
1589199502,L
0152023887,T
1567403581,T
0070349053,N
0876545827,B
0786005661,F
0714828645,J
0786006048,A
0451173074,T
0715397850,F
0671502786,F
078600374X,S
193238202X,C
0786001267,B
0486295966,T
0670818755,T
1583140867,B
2843231523,P
0671557173,M
0786006102,A
0786002778,A
0394405471,W
1556705972,T
0786006099,A
0671882317,A
155652272X,T
185015449X,B
0064407780,C
0786832576,D
0486263231,E
0590257552,C
0914918214,P
0914918273,P
0941434796,F
0736421459,_OTHER
0875422969,P
0345426851,U
0671510401,B
0671510320,A
087542094X,C
0671510371,S
0674663241,P
0709185790,E
1561383430,R
0753451174,L
0970897235,W
0316381497,L
3100415051,S
0914918788,T
068484818X,L
0393018164,H
1558503641,T
1585420468,B
0914918222,P
342105178X,Z
0914918206,P
006093185X,B
0415073294,C
0761501061,S
0875423051,P
156276344X,H
0006175317,T
0877283060,S
0553492527,F
1567181678,M
1890159042,B
0935127348,T
0840776314,U
0917086759,A
0374522693,F
0886192420,T
0520036433,K
0943955785,P
0465086322,T
0688064752,M
1570760128,T
1564586189,W
0062509543,D
0394713311,K
3858691577,G
0340495944,F
1567183514,T
0679738460,F
0875423590,T
0805200452,Z
0521398029,T
0062504614,O
0345345045,T
1880399334,E
0877283982,H
0380771233,W
0739419404,G
0671736043,A
0874414601,T
0814792685,H
0759662703,S
0684818337,S
0844204579,N
0374505926,I
0943158532,T
1585007730,S
0844209171,N
0415044227,T
0020103514,T
0786866594,W
0691018138,P
9561308770,C
0486260593,C
0891343741,R
2890376524,L
1567001459,H
2246534216,L
0892363940,T
2843370701,P
0812533917,C
055328715X,E
0553127020,T
0486271242,T
0590397583,S
0060439734,L
0671230719,S
0880296062,C
0452265436,T
0374469903,S
3404141636,K
0307011194,T
0684823896,B
0312070659,P
0803294336,W
042516618X,T
0879979240,M
0689319878,A
0879974567,A
0890090890,T
0879972882,K
0486209180,C
0520224639,D
0879975326,A
4906574475,G
0812543734,T
0967399009,A
0879973447,S
0060922044,T
1577345290,E
0842303103,A
0879974850,A
0894808532,G
0340715421,C
0345331400,H
0679441875,H
0671891456,K
0345220013,T
0393322386,D
0131843583,A
1557730253,T
1557880468,T
8480330015,S
0345331427,C
0963223712,T
0140102949,T
0886772648,T
0425056589,E
0345245377,B
0312927444,D
0879973722,S
0060932309,S
0345381017,B
0515082309,B
0879975555,B
0671662139,D
0812534956,T
0345250125,W
0871315173,M
0425053822,T
0441166555,T
0441679196,T
2070363953,B
0879977787,H
0061040835,B
0441068588,T
0449221660,I
0345324943,E
0449211576,T
0061003956,F
1860240151,A
0448074885,S
0871239612,I
0449133974,G
0061099260,D
0441031153,A
0553293125,S
0886771080,S
0590303252,S
0553565273,S
0804113882,T
0140068694,D
0783549164,P
0590139398,D
0805048413,T
0771068050,S
0671574728,G
1563976536,W
0316119180,O
0553244418,T
0688075142,G
0879058862,H
8431635746,E
0441385516,J
0446950823,B
0770107923,P
0451179323,A
0312922345,E
006440059X,W
0062510673,A
0764550306,P
038531566X,W
0764550314,R
0553487574,F
0972517227,L
0747211299,L
0821713671,S
1570431361,S
087216814X,R
068814733X,I
0671441620,W
0553284495,T
1561583197,K
2020063220,C
0300034725,T
0688151027,V
225314133X,J
0312195621,V
0393045595,L
0590044125,M
0827604114,D
0140442391,T
0140441247,C
0140443991,W
0374436274,I
0671298089,F
0140441824,S
0140441832,K
014044355X,T
0719541395,G
0140444084,G
9026304765,E
0837498015,W
0140443614,P
1878448641,T
0300058705,L
0471357111,M
0590623907,D
080504860X,B
1885628471,W
089375109X,T
0521423929,T
0448402076,S
0679774068,T
3518100211,A
0312868383,T
0451202066,S
034543434X,A
0446361720,N
0312917155,B
0963865757,I
067176327X,H
0393036081,T
0821226207,P
0553275577,D
0060974591,G
0553254820,F
0451821653,E
0785100253,X
0871359375,C
0886773474,T
2070362450,P
3150012295,R
0879978864,T
3150079551,D
0553096613,F
3426871815,W
0671626957,D
0688007325,T
3548364489,D
0553298127,T
0807023167,R
0871130157,A
0886775000,T
0553274805,A
2070360571,L
0886773288,T
2070367614,L
0879979658,S
0316457825,C
3492203736,D
0848705246,L
0879978163,F
0879977396,M
3518277596,_OTHER
3518277588,_OTHER
0553208632,A
0879977841,D
0886772311,F
0865380805,D
0812211464,S
3442730007,D
0863040535,A
084780738X,L
8484542327,E
0416748309,F
0195066863,H
0896599035,H
070830771X,W
080705626X,A
0060157917,M
0060198591,P
2246640911,L
0195036492,T
0525469303,S
3927104426,B
0553472852,T
0520047427,G
3499145936,P
0521276969,F
349916857X,S
1561707058,H
3596291119,A
0060268018,V
097200212X,T
0691000816,F
3423106123,E
0802116728,A
0140284079,T
006039269X,R
0517707829,B
3570500306,D
3442761263,W
0671677985,S
0451178521,T
0864423616,L
0684834863,U
3442150493,D
0452258618,M
0440164001,N
1854699113,A
3630870627,D
3886807479,G
0801496233,N
0553285211,M
2842612426,L
0870114565,P
0750918497,T
0688142974,B
0802449263,L
229030641X,A
0811802248,I
0140193588,T
0812045181,T
8477652198,A
0140195130,L
0471143790,F
0805055045,H
0062514172,E
0140422072,T
842721099X,E
0786001321,S
038081322X,I
0395577802,W
0743236106,T
3442730090,D
3885270455,F
0192799606,S
0897934016,T
0445204184,B
0802812163,S
0515134147,T
1580511236,S
1587611732,T
0590404075,C
0743244729,H
0553287966,S
3800027852,A
0345452909,M
0867165499,A
3426617358,I
006108347X,L
0312198604,A
0875883095,V
3404921186,D
0394170091,S
3548680054,D
0451179773,N
0971304521,D
0590333186,S
0440996430,W
0826452485,A
0912517123,E
0807070157,U
184215690X,T
0895864819,T
0345254007,_OTHER
0061083348,R
0312422881,A
0451114558,S
0393310132,T
0156126303,B
0841914214,L
0811211797,A
0025876007,G
0151238103,D
0812511883,F
8430932933,C
0553578707,T
044020321X,T
0553575716,I
0802137903,A
0553147900,W
0886776090,S
0821725718,B
0553227076,F
0445407255,C
0446327778,T
1567231608,T
0671625721,F
0345387244,F
051770076X,R
0345312635,M
0812550498,T
0312288867,A
0440107288,T
0385188234,T
0836218795,F
8471662604,C
1841880434,A
0553405047,F
0836204298,O
0373034989,R
0836217659,W
0836217004,J
0373033729,S
0836221354,R
0373036426,R
0373035160,H
0373036574,H
0836217195,W
0373036221,B
0345289145,T
0750908254,C
0708914586,T
8445073346,T
0827604122,T
0803291396,C
0345436598,H
8445073338,U
8401474620,L
0465024629,T
088029650X,T
0750927496,O
1853718173,D
3434504680,D
8475078958,C
0312112890,I
068483393X,T
0553212346,G
8432216089,C
0523424299,V
0425072983,B
0684853183,E
848109322X,D
0312862105,E
8435006530,L
0375501304,T
8484600947,A
0425061280,G
846630651x,E
0060163186,O
2207252817,L
156947043X,L
0863695876,S
0684833921,T
1856975967,W
044165956X,T
0688040551,S
0140430903,B
0750913088,P
0684819120,T
0671674064,D
0811817687,J
042505439X,P
0553210513,D
0231081138,T
0451127978,T
0345347498,T
0316549703,P
0312170238,T
0517567598,L
1558507485,J
0590685244,B
0821711776,P
0679724869,H
3499207338,A
0425164470,I
0440910285,S
0702225185,L
0785812598,W
1864480742,T
078941998X,O
0448417499,E
089879370X,A
0448417383,N
0898793718,D
089879790X,M
0520218310,C
0375706127,C
0761105948,G
0375704817,T
1587154935,T
1577347242,A
1559212004,H
0441002722,S
0375704795,R
006270155X,S
0671636030,F
0688152023,N
0940087324,L
8420639834,E
0060166541,A
0373037058,T
1587150166,R
0373036604,T
0395677262,T
0441004865,R
1569470111,S
0441003869,S
1559722118,T
0373035896,B
081931126X,E
0312140991,T
0688113559,F
1885492375,T
0465086330,T
0945397518,S
078940432X,H
0684821222,R
0762100834,W
0515032964,E
1582970122,F
0891344608,P
0830818324,T
0449231887,N
0192837265,P
0553580159,L
0970637799,W
3822505455,D
0967605024,C
0745112862,T
0393312429,G
0967605032,T
0970637764,W
042518479X,A
0312855044,B
0967605091,I
0967605067,T
0312930887,C
0671003267,C
0971331839,T
0375725873,T
0971331820,M
044695540X,T
0970637713,T
0425170365,F
0446403474,D
0553296787,L
0441471218,L
0451177436,T
0823030261,T
0810963434,B
0385322267,O
0688094325,T
158816005X,T
0873321626,E
0747236593,H
0691037388,M
0446523828,A
0712676112,C
0451519655,S
0486245349,P
0803928300,I
0963651714,T
0823003035,T
074322521X,A
0583302904,S
0415119669,W
0486242587,M
0583300707,S
080213100X,T
0583300685,S
0152025030,T
0891343636,E
0583300693,S
0441571018,T
070780289X,A
0330247328,B
3404143108,D
0679438823,T
1892881268,S
0385420579,T
0393314324,M
0553259784,R
0141001925,T
0735711356,I
0786885963,S
0828003688,L
1580911013,A
0786884789,J
0312876505,S
013020787X,C
0060920092,T
0451162196,B
0966103254,P
0862416329,M
0345475569,T
0946609691,P
0706411587,G
0764504150,S
0948456124,J
071712889X,M
0789715236,S
0373705735,N
031023011X,S
0133033899,D
1854710060,V
0449133842,T
0307131181,I
0174441703,T
0307130924,W
0312964080,T
0671788159,M
0747208247,W
0789473836,D
0441475213,T
0701135832,T
0451165837,T
0451167058,C
1565844300,O
055302146X,B
0393050211,R
0813341663,B
067977758X,I
0440931908,G
0345371038,S
0812581938,P
0863040438,C
0330321250,H
0449147959,P
0895591286,T
0679413464,N
0449139999,I
0517255707,K
0932482503,O
0441006027,I
0451405706,D
0440209641,R
0553296442,T
082175520X,E
0821755188,A
0821755390,T
8806117858,U
1591291496,F
082175517X,S
0451455819,R
0449140539,W
0385488289,P
0449143171,L
0811841693,L
0812581504,B
193238216X,D
0140147268,M
1582403392,A
0140042768,E
0449139727,S
3822864153,M
0725102802,L
184023590X,J
184023377X,J
0743203089,C
0449123820,H
1569715130,L
0449136051,M
0440113938,B
1569715858,L
0063120518,W
0727100580,H
0449137260,F
0345371496,C
156971455X,L
0933216173,C
0393319989,S
0374263523,S
039331815X,S
0449131599,M
0684832283,G
0449144291,K
0821750933,S
0969739907,T
0380973200,P
1587157403,T
0688161707,T
034529548X,R
1412019117,B
0821755420,H
0451529499,C
0451111001,F
0812535324,T
0671655930,L
0451404742,H
055358099x,C
0740734962,T
0449144240,H
0385270380,E
0449135853,M
0449126625,S
0740700103,M
0449123626,R
037328988X,W
0764150650,B
0812568192,H
0843945338,L
0440202671,S
0451454383,T
0843941804,T
0345256743,C
0312964994,T
8495037327,S
0743474635,T
0373261462,T
3453199316,I
0440021111,T
0452279372,T
0441370284,I
0747547521,A
0425131319,P
0963713973,T
0963713957,F
0672300524,_OTHER
0811208095,T
0672300311,_OTHER
0380826445,S
1401045375,R
0811213951,T
039450142X,A
0671808605,C
0140096906,T
1411608151,T
1411607848,D
0440078288,S
1411607201,A
0140381481,S
0385171846,P
344244196X,M
0709701292,T
0876058470,T
0525243135,W
8441404712,V
0690018908,I
0394509722,R
3499221896,D
0006268501,D
0590433202,O
0689119593,D
081291242X,F
0345295145,D
1591050820,S
0876667167,E
1931696837,U
1579723349,T
9500422298,H
0553379305,T
0395377021,T
0070462925,M
0679420576,T
0441342469,H
0671639277,B
0312924046,K
0965680924,T
0713990597,T
0811722031,I
0684815591,B
3499125730,D
0399140107,T
039303657X,K
0451121260,J
0871318024,H
0380897032,C
0024277800,T
0812910222,W
0316923281,D
0803299109,C
044105000X,B
0805012745,T
0256133255,F
0805041389,T
025611465X,F
0879979828,D
0198150105,T
0425082067,F
0670868035,W
0673388670,C
0500021155,T
003097691X,C
0786905263,T
0024044911,G
0786906138,S
076450097X,M
1870630947,P
0395744156,G
0030558646,F
0812564855,Q
0030206324,E
0914697757,T
0140185895,C
1564582914,T
0060131039,P
0783541090,R
0783541147,G
0671819828,B
0743453301,G
078688147X,T
0373096666,W
0345435184,A
0373163312,O
0062701088,W
0441294278,G
0762710764,N
0809494256,T
0312913508,T
080949437X,R
0373163754,D
0425050432,C
0028611934,T
0809494167,T
0809495872,T
0394839161,B
035619776X,D
0809495503,T
1568651902,G
1581500254,B
0809497255,I
0898211247,W
0867160691,P
0451158326,E
1575665255,B
9997401638,T
0809494299,T
0743464788,P
0385321694,D
0736655735,S
0385322224,S
0802713726,S
0679429301,_OTHER
0705435237,M
0448410869,P
0380784602,P
089577819X,T
0525467769,A
0300048653,T
051759904X,V
0786815531,F
0517080826,_OTHER
0803264224,V
0761318526,T
0393007898,B
0736901388,C
156076399X,T
0394172086,E
0882669494,C
0668025409,Z
0929384032,F
0394823958,I
0916787087,T
1882138112,H
0766181324,C
096261629X,C
1564774945,C
0345350774,T
0738702234,P
1572434953,D
0465057667,L
1572435259,D
0876043775,S
1853264830,R
1572435267,D
0876042604,W
0813829054,E
0876044429,T
1571451609,A
0395432138,T
0373264933,M
0060668296,W
0553244795,F
186207464X,G
1575421240,S
0316787043,B
1575421518,B
0060174374,O
1575421313,U
0964256908,S
0836210506,S
1557864969,T
0399142541,G
0471344133,A
0446606340,H
1558215549,D
0866228349,T
1557489750,T
0679453091,A
0446388432,T
006251301X,A
0446604577,H
0873922085,G
0739418734,G
0446604569,H
0590936026,E
0736909702,U
0446602841,H
0874869978,E
0380713683,P
0446602833,H
1585981656,A
0553251147,L
0446328618,T
0451400976,M
0517093901,W
0062511858,M
0929384040,C
0785279814,W
1879181495,W
0816303908,G
0517551284,S
0883657961,T
0805450238,T
0345325044,T
0914697307,F
0345310519,A
0938289365,A
0823015750,D
0345305957,T
0940450275,H
0373116101,S
0030426065,_OTHER
094045016X,T
188301123X,G
1569240477,F
156924037X,F
1564772659,A
0671628879,A
0590921584,T
1571201203,B
0746002815,F
042516487X,Q
0746020511,W
1572973129,Q
0671773690,E
0061050792,N
0746017251,T
157243449X,R
1572970928,Q
0061042897,S
0674603788,T
1562935453,B
1572970227,Q
1562933353,I
0803283636,W
1566472784,H
1566473454,H
0860204855,R
0771573596,H
0803258836,T
0340817461,F
0340855975,B
0689837909,T
0310242835,A
0340866071,S
0312063865,T
1854873520,A
1551052091,M
0310222117,P
0340850841,R
0803251246,W
088038302X,A
0399509429,T
0340860634,V
0572023995,T
015507086X,G
0880382163,A
0155070851,G
0898793815,N
0803261799,A
1555661823,S
1557736286,B
0440295181,T
055344560X,C
0821740067,W
0198611293,T
0821223593,H
1900097249,T
0895861844,M
0376023023,C
0553264524,F
0915145561,O
0858357682,T
0553267078,D
0425120449,B
0965834514,T
0915144867,S
0749702729,P
155817110X,L
0670856347,A
0060439173,E
1883319099,M
0749743921,D
0575061383,E
002929360X,M
1558701281,T
1558175067,T
025605665X,P
0749710217,T
0749717661,W
0312951752,E
1551800276,W
0451519272,H
0806515406,T
0749717785,A
0749735406,T
0312962207,D
0140440674,T
0891348018,T
0749745894,I
0440120381,D
0968191800,M
0451626869,W
0393314642,T
0440214548,S
0345443152,T
0879974664,F
0380778491,A
0345330412,T
0061010367,B
0345313232,P
0679790756,W
034532434X,T
1878355082,S
0445041145,M
0446310328,G
0941188574,T
0586208887,W
0802068618,T
0822437708,L
0312965842,S
0911137025,D
082241452X,B
0942237153,O
0450531201,I
0240803892,I
1572930411,U
0804831297,T
0460875493,S
0240800990,S
0749302127,H
0916260763,S
1572930225,J
0441382916,J
0727842234,T
0340398620,C
0030152062,T
0890420629,D
0679020934,F
1567183573,C
093968053X,M
0586206671,R
0061099171,N
0670859567,M
0312924895,D
0679439706,T
014003188X,M
0684196360,W
0140220054,I
0425104214,_OTHER
0679749446,T
0684832356,T
0340223308,T
0385198485,G
0890433658,H
0449211533,T
0312910053,T
0310247470,W
0330236202,O
0847406768,M
1930445008,W
1857239865,C
0804900442,T
0785315268,F
0786908653,T
0044406150,H
0586043063,D
1855384752,E
0140205020,E
0964195208,N
0786002190,S
0939975009,S
2020130513,C
222004162X,L
0263827127,T
0263826732,R
0380899310,V
0671787888,W
0515090824,B
0425108872,T
0276421442,_OTHER
0671028340,N
0263826767,T
0671532960,P
0263781844,L
0872168123,B
0263780694,M
1556112963,T
0263795446,T
0263834204,F
080612847X,T
0898770084,B
0879059796,R
0440113202,C
082302184X,S
0708964656,S
0783541082,O
0895774992,T
0895779188,S
0263780929,L
0806948728,M
0600343340,H
3608934243,O
078686236X,A
0340407794,E
3492041566,H
0671318586,M
0679430865,P
0517319225,B
0816162794,H
0673399087,P
0802733573,E
0811815323,I
0811810658,I
0671876031,P
0140318402,S
0915099535,_OTHER
0307492664,T
0879976152,G
0132997282,B
1890957526,E
0002157411,K
0138137595,S
0913367524,A
0340404124,E
0553236423,N
0878919007,T
0764104764,H
078601265X,B
0762100370,T
0380973626,T
0821751921,T
1558020691,C
0263827062,T
1558743235,K
0440502446,S
0263826791,E
0312104367,S
0425127419,A
031218736X,L
0876662661,H
0300056702,T
1558743596,E
0968438601,C
0393314766,T
0764550357,L
0762100346,W
0521347971,M
0771590458,B
0762100362,N
026377919X,I
0060971738,R
0762100354,M
0306805987,C
0263834409,D
0263834190,D
0263827143,E
1853403652,T
0944266150,P
0892881518,L
0786914181,T
0373761627,H
0866226095,A
0020002203,T
0804819815,T
0345293703,C
9505151675,M
0802423140,H
0848706862,S
0099279304,P
0804830673,A
0446300772,O
0449240371,A
0919091628,_OTHER
0373260687,P
0316360872,N
059071225X,B
0373111452,J
1855978075,D
0345426770,W
0590408321,T
1856974227,S
0373980159,L
0449702669,K
0590332546,T
0879236191,O
0373880197,N
3549071620,K
0373880065,C
0879280069,B
0862787157,C
0679778470,T
084870679X,S
3764525274,S
3499228998,N
3442133203,D
0671871099,F
0848705483,S
1550590324,C
087083620X,T
0670802077,T
0751505781,N
0822434601,I
0446395188,J
0451128915,G
0822437724,C
0822423340,H
0941188701,T
0743212355,W
0721705820,J
0721705731,J
3462026895,S
346203104X,D
0721705529,J
3359014782,T
0721705839,J
0721705804,J
8430603476,T
0471155365,A
0721705723,J
0721705626,J
8475098150,T
8477022631,H
0721705936,J
8475094015,L
0721705634,J
8441503397,N
8432302473,L
0721705812,J
072170591X,J
8474262453,C
072170560X,J
8449308372,U
0721705618,J
8433961640,C
0721705510,J
8420605212,R
0721705537,J
8474263611,R
0721705707,J
0721705928,J
9500716542,L
0721705901,J
0727822691,S
0060133856,N
8420600253,A
0747407878,V
1885983174,T
0802732623,D
189322435X,H
1858135079,T
2020259281,L
0471132667,J
2070767353,F
0330029002,V
0452268796,T
0934793476,S
0671251333,_OTHER
1560542187,T
074727620X,D
0300090803,E
0060525258,I
0670035122,E
0060741570,I
0823030997,M
0823053210,T
1564147088,T
0330260758,V
0849937140,W
0553756567,T
0802436366,H
0571173853,R
1578632803,A
0471303712,T
1564145506,M
156414481X,E
0140076018,D
1564146707,M
0739306987,L
0340689471,D
1590030303,S
1558173455,T
0816614261,J
0006178499,A
0060654457,Z
0340792949,T
0553292471,T
0140434119,A
0263818209,T
0142001333,A
0445202629,L
0002223589,B
0373059922,G
0330481681,T
0739413406,B
0802704085,L
0373117833,P
0553261126,H
0451203690,T
082174786X,M
0821756885,C
0451198344,M
8420485276,E
8420481904,T
0146000129,B
0451191765,H
0871138301,S
0373023553,T
0747248915,T
038533480X,L
0373055811,B
0451164202,T
0451175522,E
034048666X,M
